cases/pglib-opf/pglib_opf_case2853_sdet.m
ipopt
IVR
[warn | PowerModels]: no active generators found at bus 2579, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1434, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1864, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 374, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1814, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2122, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1417, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2059, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 444, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2067, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1539, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1204, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1887, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 202, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1044, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 339, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2297, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2747, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1024, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 30, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1550, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2120, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2634, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1491, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1714, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2019, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 939, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1929, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2374, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 244, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1968, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1050, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2460, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1562, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 449, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 105, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1168, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1057, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2123, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1242, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 146, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1633, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2020, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 578, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2370, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1471, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1000, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1794, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 445, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2292, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2382, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 150, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2159, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1197, updating to bus type from 2 to 1
[info | PowerModels]: removing 1 cost terms from generator 1: [4920.9653, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 519: [3363.8261, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 788: [4989.510700000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 774: [2764.5742999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 599: [3471.0434, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 491: [3438.18, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 228: [3325.4055000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 332: [1860.4164999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 190: [3555.0429999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 227: [3494.2940999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 297: [1749.9855, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 605: [2332.2932, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 24: [2596.4519, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 928: [3600.4193, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 204: [3289.8006, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 416: [1673.3205000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 23: [4961.5255, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 160: [5238.753, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 561: [2557.0799, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 859: [4392.202, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 891: [4551.8395, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 815: [2193.7121, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 253: [3639.17, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 916: [3201.5242, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 39: [3683.336, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 843: [4629.8939, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 112: [4042.3403, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 791: [2869.6212, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 372: [3570.4896, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 34: [4255.9991, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 137: [2798.8833, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 590: [3417.2611, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 55: [1862.2039999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 323: [1942.8367, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 17: [3218.2059000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 243: [4199.4175, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 172: [1653.9684000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 333: [1679.8047000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 363: [2970.2524, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 550: [2707.5823, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 341: [4557.3514000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 664: [4721.3613000000005, 0.0]
[info | PowerModels]: removing 3 cost terms from generator 912: Float64[]
[info | PowerModels]: removing 1 cost terms from generator 598: [3301.8951, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 14: [3782.5795, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 167: [4996.8699, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 613: [5596.6876, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 643: [3959.6407999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 96: [4060.6135000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 456: [3216.0614, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 510: [2589.2502, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 257: [3074.7399, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 19: [2965.5946, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 673: [3956.9356, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 925: [3015.5915, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 197: [2165.4046000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 401: [4547.2771999999995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 276: [10343.5432, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 778: [3327.0313, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 21: [5561.9684, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 83: [4004.7328, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 244: [3749.1472000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 582: [3370.0254999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 868: [1772.3963999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 558: [580.5263, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 871: [2328.8045, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 545: [5831.2365, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 3: [2510.6965, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 81: [2111.1529, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 751: [1852.2164, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 303: [2967.8543, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 704: [10872.1681, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 117: [4352.8306, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 499: [3437.8213, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 852: [3272.2645, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 176: [4522.4592999999995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 182: [2503.7673999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 894: [2584.3971, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 554: [3401.1031000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 623: [5261.5184, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 249: [2644.5747, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 485: [2804.4485, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 636: [1865.9126, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 346: [884.6559, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 542: [3840.692, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 638: [4253.8624, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 389: [5003.5296, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 219: [3405.5933000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 559: [3339.187, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 203: [3117.9278, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 157: [3291.7034999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 799: [2883.5982999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 793: [3976.3338, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 57: [2703.0293, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 165: [4283.1659, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 876: [3040.7492, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 885: [4965.0086, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 200: [4400.1768, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 641: [3106.0621, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 428: [2577.1866, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 772: [2319.4667, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 273: [4429.5821, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 734: [4071.7974, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 717: [4455.9869, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 822: [2849.2163, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 583: [2644.294, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 61: [2211.3212999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 247: [3476.0354999999995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 835: [3425.1901, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 385: [10503.707, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 457: [3354.9990000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 611: [2070.4072, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 56: [2968.8407, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 528: [3306.3866, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 438: [3999.7587000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 723: [2059.2378, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 264: [2702.9193, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 106: [2865.3721, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 435: [2844.7748, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 489: [1643.452, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 846: [11338.061399999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 576: [2086.3844, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 584: [4884.4231, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 287: [2056.1786, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 213: [2217.4193999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 474: [1440.2072, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 356: [2777.55, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 265: [3571.5224999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 215: [3422.7960000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 443: [2641.2493, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 424: [4615.1564, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 154: [2834.8056, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 682: [3870.4025, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 49: [3611.2918, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 5: [989.3290999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 196: [2001.8782, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 90: [3072.8091, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 707: [2335.5989, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 404: [12116.2111, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 742: [2002.3302999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 201: [2763.6333, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 311: [3047.4184999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 315: [3042.9366, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 448: [3876.6624, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 461: [3123.7592, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 366: [2633.6094, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 757: [2508.7867, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 841: [1872.2492, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 657: [3542.3581, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 71: [4721.0091, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 614: [3606.6203, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 934: [4645.2107, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 731: [3729.9675, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 266: [2669.2913999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 6: [3311.428, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 441: [2061.3424, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 804: [311.82509999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 811: [2899.837, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 920: [3762.3224999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 125: [3044.4911, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 98: [4546.6805, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 473: [1953.1444000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 898: [1544.1428, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 174: [2156.8532999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 607: [2325.6861, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 337: [827.8036999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 354: [2139.3824, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 97: [10959.6651, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 824: [2708.9148999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 235: [2290.0459, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 136: [3285.8434, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 848: [1993.8994999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 148: [4281.9949, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 819: [5117.5445, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 193: [2464.9947, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 518: [3425.7348, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 508: [4728.5946, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 929: [1508.2999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 629: [2679.5306, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 378: [2434.0554, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 771: [2414.8077000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 116: [4220.785699999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 376: [3513.0383, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 241: [2806.9856, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 455: [2162.0763, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 29: [3866.4369, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 786: [3110.8158, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 551: [2050.0079, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 367: [2381.0776, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 515: [3735.5321000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 706: [2903.7242, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 497: [2485.6681, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 504: [2243.8435, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 914: [3230.9674999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 615: [4983.296, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 374: [1858.5659, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 886: [4194.7219, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 364: [4370.9217, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 803: [4376.1966, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 570: [1976.6546999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 44: [4281.106, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 169: [2970.3926, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 189: [2383.1168000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 429: [4550.0289, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 94: [2715.1308, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 288: [1063.9751, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 73: [4292.6155, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 82: [4984.0539, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 902: [5765.6592, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 79: [3579.9907, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 507: [2237.2604, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 427: [4380.8822, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 391: [1831.0093, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 534: [2160.7714, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 572: [4289.8477, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 8: [4029.7111, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 64: [3765.4511999999995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 91: [3633.5226, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 922: [2930.8185000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 156: [3456.6358, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 498: [2877.5389, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 726: [1258.0448999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 220: [1188.7611, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 22: [2124.5865, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 878: [1380.955, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 383: [2997.034, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 324: [4076.3475999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 861: [2183.7430999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 700: [3869.5364, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 490: [3698.1771000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 506: [3476.6509, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 875: [4923.5146, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [2459.326, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 860: [1864.2389, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 667: [11543.705, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 472: [3674.236, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 524: [3246.029, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 767: [3032.6187999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [4023.8629, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 36: [3157.1515, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 353: [9695.659, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 232: [4607.9432, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 407: [9898.7827, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 54: [12717.2409, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 724: [4987.733200000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 101: [3168.5725, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 792: [3303.3853999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 715: [2125.5843, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 945: [2048.7106, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 335: [4496.429700000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 630: [2186.8543, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 168: [5590.1992, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 403: [10793.159099999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 270: [4248.1812, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 476: [4475.0837, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 453: [4764.3964, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 883: [2070.304, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 88: [2577.6803, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 743: [11499.4127, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 77: [3380.8341, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 596: [2968.5789, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 449: [3905.4631999999997, 0.0]
